,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
96492,48850,David Gordon Hislop,M,29.0,178.0,72.0,Australia,AUS,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,
233541,117134,Andrzej wierczyski,M,23.0,176.0,78.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,
191807,96298,Luis Jorge Portelli,M,25.0,185.0,93.0,Argentina,ARG,1976 Summer,1976,Summer,Montreal,Judo,Judo Men's Half-Heavyweight,
130587,65748,Maria Lackovics (-Magyari),F,26.0,163.0,58.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Handball,Handball Women's Handball,
162962,81832,Aurora Morata Salvador,F,19.0,156.0,47.0,Spain,ESP,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Floor Exercise,
86862,44061,Yuliya Aleksandrovna Gushchina,F,29.0,174.0,61.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 400 metres,
253650,127014,Dionis Gennadyevich Vodnyev,M,20.0,180.0,70.0,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Ski Jumping,"Ski Jumping Men's Large Hill, Team",
225927,113530,Selim Soydan,M,,173.0,70.0,Turkey,TUR,1960 Summer,1960,Summer,Roma,Football,Football Men's Football,
114930,58216,Sayoko Kawauchi-Kitabatake,F,21.0,163.0,57.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Individual,
52637,27028,Slaheddine Deguechi,M,21.0,194.0,92.0,Tunisia,TUN,1976 Summer,1976,Summer,Montreal,Handball,Handball Men's Handball,
11797,6437,August Babberger,M,50.0,,,Germany,GER,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
267129,133643,Vadim Zadoinov,M,27.0,187.0,72.0,Moldova,MDA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,
236546,118596,Maksim Vladimirovich Tarasov,M,29.0,194.0,80.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Pole Vault,Bronze
32921,16937,Cory James Butner,M,32.0,188.0,102.0,United States-2,USA,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,
171962,86404,Kjell-ke Lennart Nilsson,M,18.0,190.0,82.0,Sweden,SWE,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's High Jump,
170058,85464,J. Albert Neumann,M,28.0,,,Luxembourg,LUX,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Men's Parallel Bars,
169662,85286,Aleksey Yuryevich Nemov,M,20.0,174.0,75.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze
188196,94545,Remo Piana,M,27.0,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,
205563,103201,Antonio Rubio Fernndez,M,23.0,165.0,57.0,Spain,ESP,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Featherweight,
173143,87026,Hiroshi Nosaka,M,21.0,,,Japan,JPN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
50066,25774,Dominique Margaux Dawes (-Thompson),F,15.0,158.0,54.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Team All-Around,Bronze
41663,21479,Dorota Elbieta Chylak,F,21.0,165.0,54.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Breaststroke,
145064,72799,Pirkko Sisko Mtt,F,34.0,169.0,58.0,Finland,FIN,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,
61857,31659,Andrea Ehrig-Schne-Mitscherlich,F,27.0,165.0,58.0,East Germany,GDR,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Women's 5,000 metres",Silver
93637,47399,Albert Helgerud (Thorvaldsen-),M,43.0,,,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Small-Bore Rifle, Standing, 50 metres",
261876,131017,Gertrude Winnige-Barosch,F,23.0,,,Austria,AUT,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Individual All-Around,
122894,62121,Vladimr Kol,M,20.0,,,Czechoslovakia,TCH,1948 Winter,1948,Winter,Sankt Moritz,Speed Skating,"Speed Skating Men's 10,000 metres",
88157,44704,Edvald Boasson Hagen,M,29.0,181.0,77.0,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
86203,43695,Christelle Guignard,F,25.0,163.0,52.0,France,FRA,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Women's Slalom,
252573,126480,L. Vignola,M,,,,Italy,ITA,1906 Summer,1906,Summer,Athina,Shooting,"Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres",
180873,90907,Uno Palu,M,23.0,186.0,84.0,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Decathlon,
61829,31650,Werner Ehrensperger,M,24.0,168.0,50.0,Switzerland,SUI,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Pairs,
270616,135347,Anastasiya Viktorovna Zubkova,F,24.0,173.0,66.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,
234001,117364,Katarzyna Irena Szafraska (-Sosgrnik),F,22.0,158.0,53.0,Poland,POL,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
81138,41194,Saa Golob,F,20.0,160.0,50.0,Slovenia,SLO,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Balance Beam,
197105,98950,Horst Rascher,M,20.0,165.0,54.0,Germany,GER,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Bantamweight,
115345,58453,Kalle Keituri,M,25.0,170.0,58.0,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
88372,44822,Abebe Hailou,M,23.0,,,Ethiopia,ETH,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 200 metres,
21053,11119,"Samuel Ryan ""Sam"" Bewley",M,25.0,192.0,80.0,New Zealand,NZL,2012 Summer,2012,Summer,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
177487,89208,Mrti Onskulis,M,19.0,176.0,80.0,Latvia,LAT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Slalom,
170099,85479,Kateina Neumannov,F,28.0,175.0,67.0,Czech Republic,CZE,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 5/5 kilometres Pursuit,Silver
165088,82902,Lutalo Massop-Muhammad,M,21.0,191.0,80.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Men's Welterweight,Bronze
170274,85555,Scott Newcomb,M,26.0,190.0,85.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,
60815,31148,Oliver Dziubak,M,22.0,197.0,101.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Javelin Throw,
107768,54475,Jeon Da-Hye,F,22.0,170.0,63.0,South Korea,KOR,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Gold
6962,3910,Erik Peter Andersson,M,26.0,,,Sweden,SWE,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Decathlon,
42048,21679,Sorana Mihaela Crstea,F,22.0,175.0,63.0,Romania,ROU,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,
104633,52957,Beata Iwanek (-Rozwd),F,24.0,171.0,62.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Archery,Archery Women's Team,
240555,120548,Yury Yevlampiyevich Titov,M,20.0,170.0,70.0,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Floor Exercise,
211500,106208,Pouria Saveh Shemshaki,M,22.0,177.0,64.0,Iran,IRI,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
264234,132229,Marina Aleksandrovna Yakusheva,F,30.0,170.0,55.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Badminton,Badminton Mixed Doubles,
112188,56822,Christopher Kalec,M,20.0,165.0,70.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Diving,Diving Men's Platform,
87999,44618,Iacovos Hadjiconstantinou,M,21.0,194.0,80.0,Cyprus,CYP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,
117625,59525,Lusa Kiala,F,34.0,174.0,62.0,Angola,ANG,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,
262503,131342,Klas Harry Wolff,M,18.0,,,Sweden,SWE,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Bantamweight,
186639,93820,"Bradley ""Brad"" Peters",M,25.0,177.0,71.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,
209289,105081,Ansten Samuelstuen,M,34.0,175.0,75.0,United States,USA,1964 Winter,1964,Winter,Innsbruck,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
179802,90363,Ulf Jrgen Pjrvi,M,24.0,170.0,73.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Freestyle Skiing,Freestyle Skiing Men's Moguls,
89467,45334,"Therese ""Resi"" Hammerer (-Giger)",F,22.0,,,Austria,AUT,1948 Winter,1948,Winter,Sankt Moritz,Alpine Skiing,Alpine Skiing Women's Combined,
239686,120115,"Thomas Henry ""Tom"" Thould",M,22.0,178.0,73.0,Great Britain,GBR,1908 Summer,1908,Summer,London,Water Polo,Water Polo Men's Water Polo,Gold
147198,73878,Eino Matias Mkinen,M,26.0,183.0,106.5,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Heavyweight,
112960,57231,Kang Yun-Mi,F,16.0,144.0,36.0,North Korea,PRK,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,
119689,60592,Simeon Kipkemboi,M,28.0,190.0,74.0,Kenya,KEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,
136556,68663,S. Lemonis,M,,,,"Phalainis ton Thorichtou ""Hydra""-2",GRE,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Silver
245369,122875,"Vilho Immanuel ""Ville"" Tuulos",M,33.0,183.0,77.0,Finland,FIN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Triple Jump,Bronze
175356,88130,George Ogan,M,26.0,173.0,63.0,Nigeria,NGR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Triple Jump,
41108,21186,Chow Kwong Man,M,20.0,167.0,58.0,Hong Kong,HKG,1964 Summer,1964,Summer,Tokyo,Cycling,Cycling Men's 100 kilometres Team Time Trial,
16719,8967,Svetlana Valeryevna Bazhanova,F,21.0,175.0,70.0,Russia,RUS,1994 Winter,1994,Winter,Lillehammer,Speed Skating,"Speed Skating Women's 3,000 metres",Gold
131831,66345,Edvin Landsem,M,26.0,,,Norway,NOR,1952 Winter,1952,Winter,Oslo,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
250894,125661,Yolanda Vega Albo,F,22.0,148.0,45.0,Cuba,CUB,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Balance Beam,
80490,40862,Paul Karl Rudolf Gnaier,M,38.0,184.0,89.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's epee, Team",
125584,63370,Attila Kovcs,M,24.0,184.0,75.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Sabre, Team",
269218,134713,Atanas Zhelev,M,30.0,185.0,80.0,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Double Sculls,
173905,87359,"Samuel ""Sam"" Nunuke Pera",M,27.0,165.0,101.0,Cook Islands,COK,1996 Summer,1996,Summer,Atlanta,Weightlifting,Weightlifting Men's Heavyweight I,
244254,122315,Daniel Tsiokas,M,25.0,180.0,68.0,Greece,GRE,1996 Summer,1996,Summer,Atlanta,Table Tennis,Table Tennis Men's Singles,
190937,95897,Emilio Polli,M,,,,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
98521,49862,Janet Dorothea Hopner (-Haswell),F,28.0,157.0,58.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Women's Foil, Team",
134282,67609,"Bechus Henry ""Baddie"" Lebanon",M,17.0,,,South Africa,RSA,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Flyweight,
123898,62590,Pentti Olavi Kontula,M,21.0,,,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Middleweight,
90512,45861,Erzsbet Hanti,F,15.0,156.0,44.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Floor Exercise,
103098,52158,Ismael iguez Gonzlez,M,23.0,167.0,62.0,Mexico,MEX,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,
139727,70151,Jean-Gunnar Lindgren,M,26.0,184.0,64.0,Sweden,SWE,1932 Summer,1932,Summer,Los Angeles,Athletics,"Athletics Men's 5,000 metres",
36869,18956,Junior Castillo Martnez,M,26.0,178.0,,Dominican Republic,DOM,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Middleweight,
115761,58647,Jay Wasson Kempe,M,39.0,,,Bermuda,BER,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Multihull,
208413,104605,Yevgeny Aleksandrovich Salakhov,M,29.0,184.0,80.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
87207,44217,Per Willy Guttormsen (Smith),M,25.0,170.0,69.0,Norway,NOR,1968 Winter,1968,Winter,Grenoble,Speed Skating,"Speed Skating Men's 10,000 metres",
21515,11357,Stefania Biegun,F,32.0,160.0,60.0,Poland,POL,1968 Winter,1968,Winter,Grenoble,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,
232173,116476,Sun Linlin,F,21.0,161.0,56.0,China,CHN,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Women's 1,500 metres",
61985,31735,Elsa Margareta Einarsson,F,18.0,167.0,58.0,Sweden,SWE,1960 Winter,1960,Winter,Squaw Valley,Speed Skating,"Speed Skating Women's 1,500 metres",
234323,117513,Zoltn Szigeti,M,23.0,,,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
12794,6964,Vasja Bajc,M,22.0,193.0,82.0,Yugoslavia,YUG,1984 Winter,1984,Winter,Sarajevo,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
209995,105425,Sidy Sandy,M,26.0,178.0,71.0,Guinea,GUI,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Middleweight,
6785,3807,"David ""Dave"" Anderson",M,22.0,173.0,57.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Featherweight,
60836,31160,Igor Dzyuba,M,20.0,179.0,74.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Men's 100 kilometres Team Time Trial,
175509,88215,Keiji Ogushi,M,26.0,173.0,63.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,
258661,129510,Basil William Wellicome,M,21.0,,,Great Britain-2,GBR,1948 Winter,1948,Winter,Sankt Moritz,Bobsleigh,Bobsleigh Men's Two,
185532,93278,Arnaldo Prez,M,17.0,,,Puerto Rico,PUR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 100 metres Butterfly,
262093,131133,Ernst Wister,M,30.0,,,Austria,AUT,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Rings,
115207,58374,"Ronald James ""Ron"" Keeble",M,26.0,177.0,64.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
96635,48923,Jadwiga Salomea Hadki (-Wajwdowa),F,28.0,,,Poland,POL,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
85672,43433,Gu Yan,F,22.0,172.0,62.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 10 kilometres Walk,
169789,85343,Zlatislava Vladimirovna Nersesyan,F,20.0,166.0,48.0,Belarus,BLR,2004 Summer,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,
58614,29993,Giulio Dressino,M,23.0,183.0,75.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
104026,52638,Fernand Bertrand Issel,M,33.0,,,Belgium,BEL,1948 Summer,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,
67497,34498,Jzsef Fekete,M,25.0,,,Hungary,HUN,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,
73610,37407,Doris Gudrun Fuchs (-Brause),F,22.0,152.0,54.0,United States,USA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Floor Exercise,
79353,40296,Alain C. Giletti,M,16.0,,,France,FRA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Figure Skating,Figure Skating Men's Singles,
215190,108032,William Scott,M,26.0,,,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's Cross-Country, Individual",
156051,78357,Ayele Mekonnen,M,22.0,165.0,52.0,Ethiopia,ETH,1980 Summer,1980,Summer,Moskva,Cycling,Cycling Men's 100 kilometres Team Time Trial,
223873,112456,Jozef Jan Smits,M,30.0,185.0,74.0,Belgium,BEL,1960 Summer,1960,Summer,Roma,Water Polo,Water Polo Men's Water Polo,
12850,6983,Bak Ji-Yun,F,23.0,168.0,63.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,
61700,31583,Sabine Egger,F,20.0,171.0,,Austria,AUT,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Women's Slalom,
99196,50195,Hou Fenglian,M,28.0,175.0,75.0,China,CHN,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,
151309,75942,Michael Marton,M,31.0,180.0,74.0,Israel,ISR,1968 Summer,1968,Summer,Mexico City,Shooting,"Shooting Mixed Free Pistol, 50 metres",
166378,83560,"Robert Cook ""Bob"" Murray",M,42.0,,,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team",Gold
21999,11599,Rudolf Georg Binding,M,60.0,,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Literature, Lyric Works",Silver
53764,27572,Deng Shudi,M,24.0,163.0,58.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,
173013,86943,Lars Daniel Norling,M,24.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
189264,95063,Zahra Pinto,F,14.0,,,Malawi,MAW,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,
15828,8533,Joseph Batangdon,M,22.0,176.0,74.0,Cameroon,CMR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,
79239,40238,Federico Gil,M,28.0,175.0,78.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Skeet,
128520,64708,Jean-Pierre Kuhn,M,20.0,,,Luxembourg,LUX,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Team",
3605,2067,Kifah Sadiq Al-Mutawa,M,17.0,185.0,75.0,Kuwait,KUW,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Foil, Individual",
270937,135489,Anastasiya Valeryevna Zuyeva-Fesikova,F,18.0,182.0,71.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
136733,68752,Aurelio Lenzi,M,20.0,,,Italy,ITA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Discus Throw,
99260,50228,Frances Julia Houghton,F,31.0,193.0,80.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Quadruple Sculls,
222056,111598,Nadezhda Valeryevna Skardino,F,28.0,160.0,49.0,Belarus,BLR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 10 kilometres Pursuit,
179466,90186,David Roy Overton,M,21.0,177.0,53.0,Canada,CAN,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,
168629,84754,Ignas Navakauskas,M,26.0,180.0,90.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",
181052,90995,Jeremy Pancras,M,22.0,174.0,66.0,France,FRA,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Slopestyle,
75474,38316,Gang Gwang-Bae,M,24.0,180.0,95.0,South Korea,KOR,1998 Winter,1998,Winter,Nagano,Luge,Luge Men's Singles,
114119,57803,Noriaki Kasai,M,41.0,176.0,60.0,Japan,JPN,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
240482,120508,Olga Anatolyevna Tishchenko,F,23.0,184.0,72.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",
131401,66135,Karin Ingrid Lamberg-Skog,F,23.0,168.0,55.0,Sweden,SWE,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,
12988,7065,Trine Bakke-Rognmo,F,19.0,165.0,63.0,Norway,NOR,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Women's Slalom,
82980,42148,Giovanni Gozzi,M,21.0,162.0,,Italy,ITA,1924 Summer,1924,Summer,Paris,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",
220291,110650,Martin imeek,M,30.0,175.0,73.0,Czech Republic,CZE,1998 Winter,1998,Winter,Nagano,Figure Skating,Figure Skating Mixed Ice Dancing,
177414,89187,Takashi Ono,M,20.0,160.0,58.0,Japan,JPN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Rings,
225904,113516,Mamadou Sow,M,46.0,170.0,94.0,Senegal,SEN,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
69801,35550,Birgit Fischer-Schmidt,F,18.0,172.0,69.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold
171470,86169,Pertti Ilmari Niittyl,M,28.0,189.0,80.0,Finland,FIN,1984 Winter,1984,Winter,Sarajevo,Speed Skating,"Speed Skating Men's 5,000 metres",
6825,3827,"Judith ""Jodi"" Anderson",F,26.0,168.0,57.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Heptathlon,
262286,131235,Johannes Wohlwend,M,19.0,168.0,71.0,Liechtenstein,LIE,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Lightweight,
16596,8902,Fita Bayissa,M,23.0,173.0,52.0,Ethiopia,ETH,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 5,000 metres",
211893,106394,Buvaysar Khamidovich Saytiyev,M,25.0,180.0,74.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Middleweight, Freestyle",
258415,129394,Hugo Weinstengel,M,,173.0,,Austria-1,AUT,1928 Winter,1928,Winter,Sankt Moritz,Bobsleigh,Bobsleigh Men's Four/Five,
212872,106888,Georges Schiltz,M,23.0,,,Luxembourg,LUX,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Individual",
263837,132027,Xie Zhenye,M,18.0,184.0,78.0,China,CHN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 200 metres,
47676,24577,Ferenc Czvikovszki,M,28.0,179.0,79.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Foil, Team",
105985,53610,Jang Dong-Lin,M,23.0,175.0,72.0,South Korea,KOR,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 20 kilometres,
255380,127855,Julianus Wagemans,M,29.0,,,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Individual All-Around,
34842,17957,Luca Cantagalli,M,26.0,189.0,94.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Men's Volleyball,
159532,80064,"Robert Franklin ""Bob"" Mimm",M,35.0,180.0,68.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 20 kilometres Walk,
121464,61413,Karol Kos,M,26.0,201.0,87.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
34682,17873,Adil Candemir,M,,,,Turkey,TUR,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver
160150,80357,Battista Mismetti,M,30.0,,,Italy,ITA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
170439,85644,Ng Pak Kum,M,23.0,176.0,63.0,Hong Kong,HKG,1992 Summer,1992,Summer,Barcelona,Badminton,Badminton Men's Doubles,
20606,10868,Marcello Bertinetti,M,23.0,181.0,72.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's epee, Individual",
96090,48650,Donna Maree Hilton (-Burger),F,24.0,,,New Zealand,NZL,1992 Summer,1992,Summer,Barcelona,Judo,Judo Women's Extra-Lightweight,
178539,89747,Eugenia Osho-Williams,F,19.0,183.0,55.0,Sierra Leone,SLE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 200 metres,
38865,19996,Anwar Aziz Chaudhry,M,,,,Pakistan,PAK,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
110828,56065,Sara Joya Lobaton,F,20.0,,,Peru,PER,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Women's Volleyball,
53544,27472,Matthus Demetz,M,18.0,,,Italy,ITA,1928 Winter,1928,Winter,Sankt Moritz,Cross Country Skiing,Cross Country Skiing Men's 18 kilometres,
29654,15306,Joachim Brohmann,M,27.0,168.0,66.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
197937,99380,Piero Rebaudengo,M,25.0,190.0,80.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Men's Volleyball,Bronze
